text,clean_text,sentiment_label
"😂😂😂 1.Bandar saham itu ada apa nggak sih....? Ada,semua bursa saham itu ada bandarnya.dan semua emiten atau saham itu ada bandarnya.bahkan sekelas BBCA BBRI BBNI BMRI ASII UNVR SIDO itu ada bandarnya.ntar gua jelasin Cuman karna kalian terlalu polos aja jadi banyak yg gak tau 2.kalo lu bilang mau sharing tentang perbandaran yang di mana nggak akan di dapetin di tempat laen.lu salah besar bang.kalo emang gitu,trus youtuber2/influencer bandarmology yg udah ngajar dunia perbandaran wahana bursa saham dari tahun duaribu belasan di anggep apa njir.di mana mereka udah banyak mencetak trader2 copet bandar semacem gua 3.kalo lu bilang saham luar negri nggak ada bandarnya.itu juga salah besar.tahu mas elon kan bang....? Tau nggak dia kaya dari mana....? Jawabanya karna dia ngebandarin saham tesla.karna dia jadi bandar di crypto juga.tau kejadian doge....?itu bukti kalo dia ikut andil dalam perbandaran anjing elektronik tersebut.ntah posisi dia jadi kang pom,kepala perbandaranya atau apalah.yg jelas kejadian dia pom2 anjing elektronik itu sebagai bukti kalo dia juga ikut andil dalam perbandaranya 4.bandar bisa tau ngga sih ritel punya barang yg dia bandarin.jawabanya bisa Kalo abang di atas bilang t + 2 bandar bisa tau ritel punya barang apa aja.itu salah T + 0 dan broksum udah kluar bandar bisa tau seberapa banyak ritel2 yg jadi copet/pemumpang gelap di saham yg dia bandarin,lah kan dia sendiri bandarnya.dia tau sekuritas apa aja yg dia pake.dan dia tau berapa nominal transaksi yg terjadi,kalo ada ritel buy pake beda sekuritas pasti ketahuan,bandar be like ""lah ini siapa njir.perasaan gua kaga pake ini sekuritas.pantesan gua pasang bid sama ofer pada ompong"".lalu gimana caranya bandar bisa tau t+0 ritel punya barang.jawabnya karna bandar berani kluarin efort untuk itu.terutama kalian2 ritel yg pake sekuritas2 yg sering di gunakan bandarnya 5.trus lu bilang kalo orang2 yg nganggep PD itu ritel = kontol eh konyol itu nggak sepenuhnya bener Pada dasarnya bandar itu jarang yg pake sekuritas XL XC PD CC NI OD DX (YP kadang2) Karna apa,ya karna sekuritas2 bandar macam BQ AZ RF TF YJ IN MG XA SF II AK BK YU ZP dll itu jauh lebih banyak memiliki keunggulan di banding sekuritas2 yg isinya mayoritas ritel.dan saya yakin,sedikit sekali trader yg tau apa itu ribet dari sekiritas(potongan fee/pengembalian sebagian fee transaksi).karna itulah banyak bandar ngga pake sekuritas ritel(dan tentunya itu juga yg menyebabkan bandar mau pake YP) Lalu ada nggak bandar yg pake PD CC OD DH YP. jawabanya ada Cuman di bandingin bandar yg pakai sekuritas2 bandar itu perbandinganya jauh bgt 6.apakah benar bandar itu pemilik perusahaan.jawabanya bisa benar bisa salah.ada yg ipo in perusahanya lalu sahamnya dia bandarin sendiri.ada juga yg punya perusahaan dan di bandarin orang lain.contoh macam BBRI BBCA BMRI BBNI BBCA tau sendirilah siapa pemiliknya.tp bandar BBCA itu bukan dia. BBRI BMRI BBNI itu BUMN,tapi bandarnya bukan org2 bumn.pada dasarnya bandar saham dan pemilik perusahaan itu seperti bekerja sama Maka dari itu bisa ada orang tau corporate action jauh lebih dulu dari pada ritel2 7.pada dasarnya FUNDAMENTAL itu tidak ada hubunganya dengan harga saham BBRI BMRI itu asset dan laba bersih lebih bagus dari BBCA.tp kenapa market cap bisa mahalan BBCA.jawabanga yg jelas ya karna Bandar BBCA itu lebih halus cara mainya dan lebih di sukai ritel ketimbang bandar BBRI dan BMRI Kalo mau bukti lain FUNDAMENTAL tidak ada hubunganya dengan harga saham.silahkan cari saham2 top performer tahun ini.dan bandingkan yg katanya fundamentalnya paling bagus se IHSG Yaitu BBCA BBRI BMRI BBNI Lihat,pergerakan/kenaikan harga sahamnya lebih bagus mana.atau simplenya bandingkan ARTO dari harga 100 an sampai ke 16k dengan kinerja saham2 fundamental bagus tersebut.bahkan saking ngerinya ARTO sampai2 bisa masuk list saham blue chip 8.BBCA BBRI BBNI BMRI itu kenapa di gadang2 oleh yutuber teknik pondasi yg kuat sebagai saham idaman para penganut ilmu pondasi kuat.jawabanya besok.... Ngantuk gua anjir,mana besok leg day Dahlah micek dulu gua Tolol bgt gua ni,napa pula aku tulis sepanjang ini.mana ini video kutonton sampe selese lagi🤔🤔🤔 Dah lah Kesimpulanya 1.jangan percaya dengan adanya bandar 2.jangan percaya anak2 bandarmology kaya gua kalo lagi ngomong kek gini 3.jangan sekali2 belajar bandarmology Tau nggak kenapa gua kasih kesimpulan kek gitu Kalo lu semua percaya bandar,percaya omongan orang2 analis bandarmology,dan lu belajar analisa bandarmology kemudian lu tau pergerakan bandar.maka bandar2 susah cari profit.kalo bandar susah cari profit maka kami orang2 bandarmology yg notabenya ngikutin pergerakan bandar(beli di bawah jual di atas) itu juga susah cari untung.para bandar dan kami orang2 bandarmology itu dapet cuan dari kalian2 yg nyangkut dan cuttloss Ngerti kan....? Ngerti dong masak nggak Pada dasarnya Wahana Bursa Saham itu pertarungan strategi bandar dengan ritel, serta ritel satu dengan ritel yg lain Siapa yg menang adu strategi bakalan profit dan bawa uang.dan siapa yg kalah bakalan dapet saham nyangkut atau cutloss",1 bandar saham itu ada apa nggak sih ada semua bursa saham itu ada bandarnya dan semua emiten atau saham itu ada bandarnya bahkan sekelas bbca bbri bbni bmri asii unvr sido itu ada bandarnya ntar gua jelasin cuman karna kalian terlalu polos aja jadi banyak yg gak tau 2 kalo lu bilang mau sharing tentang perbandaran yang di mana nggak akan di dapetin di tempat laen lu salah besar bang kalo emang gitu trus youtuber2 influencer bandarmology yg udah ngajar dunia perbandaran wahana bursa saham dari tahun duaribu belasan di anggep apa njir di mana mereka udah banyak mencetak trader2 copet bandar semacem gua 3 kalo lu bilang saham luar negri nggak ada bandarnya itu juga salah besar tahu mas elon kan bang tau nggak dia kaya dari mana jawabanya karna dia ngebandarin saham tesla karna dia jadi bandar di crypto juga tau kejadian doge itu bukti kalo dia ikut andil dalam perbandaran anjing elektronik tersebut ntah posisi dia jadi kang pom kepala perbandaranya atau apalah yg jelas kejadian dia pom2 anjing elektronik itu sebagai bukti kalo dia juga ikut andil dalam perbandaranya 4 bandar bisa tau ngga sih ritel punya barang yg dia bandarin jawabanya bisa kalo abang di atas bilang t 2 bandar bisa tau ritel punya barang apa aja itu salah t 0 dan broksum udah kluar bandar bisa tau seberapa banyak ritel2 yg jadi copet pemumpang gelap di saham yg dia bandarin lah kan dia sendiri bandarnya dia tau sekuritas apa aja yg dia pake dan dia tau berapa nominal transaksi yg terjadi kalo ada ritel buy pake beda sekuritas pasti ketahuan bandar be like lah ini siapa njir perasaan gua kaga pake ini sekuritas pantesan gua pasang bid sama ofer pada ompong lalu gimana caranya bandar bisa tau t 0 ritel punya barang jawabnya karna bandar berani kluarin efort untuk itu terutama kalian2 ritel yg pake sekuritas2 yg sering di gunakan bandarnya 5 trus lu bilang kalo orang2 yg nganggep pd itu ritel kontol eh konyol itu nggak sepenuhnya bener pada dasarnya bandar itu jarang yg pake sekuritas xl xc pd cc ni od dx yp kadang2 karna apa ya karna sekuritas2 bandar macam bq az rf tf yj in mg xa sf ii ak bk yu zp dll itu jauh lebih banyak memiliki keunggulan di banding sekuritas2 yg isinya mayoritas ritel dan saya yakin sedikit sekali trader yg tau apa itu ribet dari sekiritas potongan fee pengembalian sebagian fee transaksi karna itulah banyak bandar ngga pake sekuritas ritel dan tentunya itu juga yg menyebabkan bandar mau pake yp lalu ada nggak bandar yg pake pd cc od dh yp jawabanya ada cuman di bandingin bandar yg pakai sekuritas2 bandar itu perbandinganya jauh bgt 6 apakah benar bandar itu pemilik perusahaan jawabanya bisa benar bisa salah ada yg ipo in perusahanya lalu sahamnya dia bandarin sendiri ada juga yg punya perusahaan dan di bandarin orang lain contoh macam bbri bbca bmri bbni bbca tau sendirilah siapa pemiliknya tp bandar bbca itu bukan dia bbri bmri bbni itu bumn tapi bandarnya bukan org2 bumn pada dasarnya bandar saham dan pemilik perusahaan itu seperti bekerja sama maka dari itu bisa ada orang tau corporate action jauh lebih dulu dari pada ritel2 7 pada dasarnya fundamental itu tidak ada hubunganya dengan harga saham bbri bmri itu asset dan laba bersih lebih bagus dari bbca tp kenapa market cap bisa mahalan bbca jawabanga yg jelas ya karna bandar bbca itu lebih halus cara mainya dan lebih di sukai ritel ketimbang bandar bbri dan bmri kalo mau bukti lain fundamental tidak ada hubunganya dengan harga saham silahkan cari saham2 top performer tahun ini dan bandingkan yg katanya fundamentalnya paling bagus se ihsg yaitu bbca bbri bmri bbni lihat pergerakan kenaikan harga sahamnya lebih bagus mana atau simplenya bandingkan arto dari harga 100 an sampai ke 16k dengan kinerja saham2 fundamental bagus tersebut bahkan saking ngerinya arto sampai2 bisa masuk list saham blue chip 8 bbca bbri bbni bmri itu kenapa di gadang2 oleh yutuber teknik pondasi yg kuat sebagai saham idaman para penganut ilmu pondasi kuat jawabanya besok ngantuk gua anjir mana besok leg day dahlah micek dulu gua tolol bgt gua ni napa pula aku tulis sepanjang ini mana ini video kutonton sampe selese lagi dah lah kesimpulanya 1 jangan percaya dengan adanya bandar 2 jangan percaya anak2 bandarmology kaya gua kalo lagi ngomong kek gini 3 jangan sekali2 belajar bandarmology tau nggak kenapa gua kasih kesimpulan kek gitu kalo lu semua percaya bandar percaya omongan orang2 analis bandarmology dan lu belajar analisa bandarmology kemudian lu tau pergerakan bandar maka bandar2 susah cari profit kalo bandar susah cari profit maka kami orang2 bandarmology yg notabenya ngikutin pergerakan bandar beli di bawah jual di atas itu juga susah cari untung para bandar dan kami orang2 bandarmology itu dapet cuan dari kalian2 yg nyangkut dan cuttloss ngerti kan ngerti dong masak nggak pada dasarnya wahana bursa saham itu pertarungan strategi bandar dengan ritel serta ritel satu dengan ritel yg lain siapa yg menang adu strategi bakalan profit dan bawa uang dan siapa yg kalah bakalan dapet saham nyangkut atau cutloss,Negative
Dari bahasanya ini orang pengikutnya pak arga,dari bahasanya ini orang pengikutnya pak arga,Negative
wowww ...... senior bandarmology emang beda,wow senior bandarmology emang beda,Positive
"Invest ke emiten yg lo tau dah.. It more safety,,",invest ke emiten yg lo tau dah it more safety,Positive
Kalau mekanismenya seperti ini mah mending gak usah investasi saham sih.. Bandar sendiri kan bisa cuan karena investor receh alias retail yang bisa dibodohin,kalau mekanismenya seperti ini mah mending gak usah investasi saham sih bandar sendiri kan bisa cuan karena investor receh alias retail yang bisa dibodohin,Negative
@rajakadrun1230 udah di bilangin jangan percaya adanya bandar😂😂😂,udah di bilangin jangan percaya adanya bandar,Negative
Bang vidnya jangan di unlisted kek yg iman gadzhi’s yak,bang vidnya jangan di unlisted kek yg iman gadzhi s yak,Negative
Tumben sih bang ngajar bandarmology. Tp itu paling penting sih jauh lebih penting drpd fundamental dan teknikal.,tumben sih bang ngajar bandarmology tp itu paling penting sih jauh lebih penting drpd fundamental dan teknikal,Positive
"Bukan ngajar, tp dia baru dapat ilmu  tentang perbandaran di saham.",bukan ngajar tp dia baru dapat ilmu tentang perbandaran di saham,Neutral
Kalo mau pegang jangka panjang emang harus bgt waspada ama bandar bang?,kalo mau pegang jangka panjang emang harus bgt waspada ama bandar bang,Negative
"ya tergantung, apa yang mau dipegang?",ya tergantung apa yang mau dipegang,Neutral
"@irfannazhmi2372 menurut abang nya, hold mncn di harga sekarang bagus ga?",menurut abang nya hold mncn di harga sekarang bagus ga,Negative
7:50 ...ohhh gua paham...,7 50 oh gua paham,Negative
Namanya juga pasar. Emiten tidak semua juga bagus. Banyak emiten sampah. Ciri utamanya perhatikan grafik periode 5tahun. Kalau cenderung sideways atau modelnya keriting. Itu ciri-ciri emiten sampah,namanya juga pasar emiten tidak semua juga bagus banyak emiten sampah ciri utamanya perhatikan grafik periode 5tahun kalau cenderung sideways atau modelnya keriting itu ciri ciri emiten sampah,Negative
Model keriting seperti apa kak ?,model keriting seperti apa kak,Neutral
MG DAN YP LAUGH IN HIDDEN 💀,mg dan yp laugh in hidden,Neutral
"Mg mah scalper,jarang mau dia maintain saham,paling kurang dr seminggu dh distribusi,cuma emg MG dananya ratusan M aja,dah gitu 1 tim lagi di 1 ruangan trade yg sama, jadi pasti bisa ngangkat gorengan",mg mah scalper jarang mau dia maintain saham paling kurang dr seminggu dh distribusi cuma emg mg dananya ratusan m aja dah gitu 1 tim lagi di 1 ruangan trade yg sama jadi pasti bisa ngangkat gorengan,Positive
"Siapa sih Bandar ? Fund Manager Asing / Lokal, Corporate Sect Emiten itu sendiri, biasa nya kerja sama dengan sekuritas untuk gerakin harga..  Bandar untung dari mana? Dari selisih harga saham, dan dari rebate kerjasama sekuritas  Ga semua fund manager, emiten, sekuritas ya , oknum saja",siapa sih bandar fund manager asing lokal corporate sect emiten itu sendiri biasa nya kerja sama dengan sekuritas untuk gerakin harga bandar untung dari mana dari selisih harga saham dan dari rebate kerjasama sekuritas ga semua fund manager emiten sekuritas ya oknum saja,Negative
"part 2 bro, sekalian bahas goto🔥🔥🔥",part 2 bro sekalian bahas goto,Neutral
agak gk sehat emang bisnis startup ni kalo udah uni/decacorn pasti capital gain ujung2nya perusaan pun dibiarkan sekarat kyk bukalapak & uber,agak gk sehat emang bisnis startup ni kalo udah uni decacorn pasti capital gain ujung2nya perusaan pun dibiarkan sekarat kyk bukalapak uber,Negative
WKWK GILA INI VIDEO 🤣🤣,wkwk gila ini video,Negative
Perbanyak konten bahas bandar koh,perbanyak konten bahas bandar koh,Neutral
Termasuk forex ?,termasuk forex,Neutral
"Iya,bank sentral sama bank2 gede bandarnya",iya bank sentral sama bank2 gede bandarnya,Neutral
"hati2 bicara bro, klo salah bicara ntr ada yg nuntut. saran gw bikin script dulu biar aman",hati2 bicara bro klo salah bicara ntr ada yg nuntut saran gw bikin script dulu biar aman,Negative
harusnya ga blh sebut merk ya brok awkwkwk. ngeri klo dah nyenggol org berkepentingan,harusnya ga blh sebut merk ya brok awkwkwk ngeri klo dah nyenggol org berkepentingan,Negative
"orang hebat, slalu berdampingan dgn resikonya bro.. lanjutkan koh tim",orang hebat slalu berdampingan dgn resikonya bro lanjutkan koh tim,Positive
@KarlZ33 Dia gak nyebut nama saham dan bandarnya kok. Kalau nama sekuritasnya mah semua orang yg pernah di saham tahu kalau PD dianggap sbg retail misalnya.,dia gak nyebut nama saham dan bandarnya kok kalau nama sekuritasnya mah semua orang yg pernah di saham tahu kalau pd dianggap sbg retail misalnya,Negative
mana nih yg komen2 jelekin crypto kmaren wkwkwk. saham crypto forex hanyalah media trading dan investasi ga usah saling jelek2in toh smua ada plus minus nya,mana nih yg komen2 jelekin crypto kmaren wkwkwk saham crypto forex hanyalah media trading dan investasi ga usah saling jelek2in toh smua ada plus minus nya,Negative
"Klo dibilang Zero sum game kyknya engga juga sih,itu lebih ke reason kenapa lo buy and sell sebuah emiten,sebuah saham yang mahal bisa lebih mahal lagi,contohnya BBCA,saham yang udh turun bisa lebih turun lagi contohnya GGRM,apakah itu bisa di sebut zero sum game?",klo dibilang zero sum game kyknya engga juga sih itu lebih ke reason kenapa lo buy and sell sebuah emiten sebuah saham yang mahal bisa lebih mahal lagi contohnya bbca saham yang udh turun bisa lebih turun lagi contohnya ggrm apakah itu bisa di sebut zero sum game,Negative
kocak juga nih . padahal udh dijelasin di video ttg bandar  ada bandar pinter sama bandar pompom dan knp saham itu bisa disebut zero sum game. karena kalo bandar jualan. 100% ritel bakal sangkut d pucuk,kocak juga nih padahal udh dijelasin di video ttg bandar ada bandar pinter sama bandar pompom dan knp saham itu bisa disebut zero sum game karena kalo bandar jualan 100 ritel bakal sangkut d pucuk,Negative
"@KarlZ33 pertanyaannya,kenapa ritel beli di pucuk ? itu karena mereka g tau alasan mereka beli,di otak mereka cuma mikirin cuan,g mikirin Margin of safety,sementara ritel yang tau dan analisa sebuah emiten dia tau kapan dia masuk dan kapan dia keluar :),beli mobil aja riset dlu,masa investasi begtu liat saham top gainers langsung haka tanpa analisa,bagi gw saham bukan zero sum game...Tuhan maha pengampun,tapi bursa gak kenal ampun...LKH",pertanyaannya kenapa ritel beli di pucuk itu karena mereka g tau alasan mereka beli di otak mereka cuma mikirin cuan g mikirin margin of safety sementara ritel yang tau dan analisa sebuah emiten dia tau kapan dia masuk dan kapan dia keluar beli mobil aja riset dlu masa investasi begtu liat saham top gainers langsung haka tanpa analisa bagi gw saham bukan zero sum game tuhan maha pengampun tapi bursa gak kenal ampun lkh,Negative
Setuju smakin tau semakin gelap tapi kalo kita bisa belajar dan memanfaatkan celah ini kedepan who knows👽,setuju smakin tau semakin gelap tapi kalo kita bisa belajar dan memanfaatkan celah ini kedepan who knows,Positive
BARU PERTAMA KALI KO ANDA SPEAK UP ???  SAHAM TU GIMANA ASLINYA  TAPI KALU UDAH DIJELASIN GINI KAMI PARA INVEST KALANGAN KECIL LEBIH JAUH MENGERTI,baru pertama kali ko anda speak up saham tu gimana aslinya tapi kalu udah dijelasin gini kami para invest kalangan kecil lebih jauh mengerti,Negative
"bener banget lagi nih orang wkwk, welcome to bursa indo",bener banget lagi nih orang wkwk welcome to bursa indo,Positive
Bagus kontenmu but yang kmu ktakan konyol iti ya jelas konyol krn itu bukan ilmu bandarmology tpi ilmu brokermologi.. perlu mendalami bener bener ilmunya sampek bisa dikatakan suatu ilmu itu konyol atau bisa dipake jng krn cuma tau secuil ilmu sehingga ngatian ilmu konyol atau gk berguna atau sebagainya.. yg konyol itu investor tpi belajar bandarmologi scalper tapi belajar fundamental nah itu konyol..,bagus kontenmu but yang kmu ktakan konyol iti ya jelas konyol krn itu bukan ilmu bandarmology tpi ilmu brokermologi perlu mendalami bener bener ilmunya sampek bisa dikatakan suatu ilmu itu konyol atau bisa dipake jng krn cuma tau secuil ilmu sehingga ngatian ilmu konyol atau gk berguna atau sebagainya yg konyol itu investor tpi belajar bandarmologi scalper tapi belajar fundamental nah itu konyol,Negative
Highly intellectual content 🔥,highly intellectual content,Positive
Itu yg terjadi pada ARTO sekarang dinaikan hingga belasan ribu . Yg beli di atas 7000 menangis 🙃 Akankah BMRI menyusul ARTO ? Bisa jadi .,itu yg terjadi pada arto sekarang dinaikan hingga belasan ribu yg beli di atas 70 menangis akankah bmri menyusul arto bisa jadi,Negative
"Beda jauh lah kak, dari nilai intrinsik saham perlembar nya aja beda jauh, dividen juga beda jauh, ARTO GK ada dividen itu perusahaan rugi, kalo BMRI jelas laba nya berapa... Kalo BMRI turun nggak bakalan sekacau ARTO lah... Nilai saham BMRI kan jelas beda sama ARTO",beda jauh lah kak dari nilai intrinsik saham perlembar nya aja beda jauh dividen juga beda jauh arto gk ada dividen itu perusahaan rugi kalo bmri jelas laba nya berapa kalo bmri turun nggak bakalan sekacau arto lah nilai saham bmri kan jelas beda sama arto,Negative
@maulidasabila1055 tergantung asing. Bmri pergerakan harganya diatur investor asing. Kalau mau beli atau jual. Tinggal ikuti pergerakan investor asingnya aja,tergantung asing bmri pergerakan harganya diatur investor asing kalau mau beli atau jual tinggal ikuti pergerakan investor asingnya aja,Neutral
